0	8	90.5125
0	9	47.3685
0	10	39.8754
0	11	67.6853
0	12	40.3168
0	14	36.5385
0	15	42.709
0	17	40.8025
0	18	28.563
0	20	26.8294
0	22	25.6126
0	25	18.6953
0	27	19.8153
0	30	18.7313
0	33	20.1255
0	36	15.2406
0	40	18.9143
0	44	8.31542
0	48	8.86986
0	53	8.5074
0	59	6.81717
0	65	6.46076
0	71	6.60079
0	78	4.33953
0	86	6.8071
0	95	2.93409
0	104	4.42467
0	115	3.92608
0	126	1.96286
0	139	2.63552
0	153	3.44054
0	168	3.4692
0	185	2.14164
0	204	2.03694
0	224	1.06173
0	247	1.46388
0	272	2.15499
0	299	1.39636
0	329	2.62725
0	362	1.31998
0	398	1.82325
0	438	1.53806
0	481	1.44458
0	530	1.50742
0	583	1.52782
0	641	0.709198
0	705	1.68755
0	776	2.15411
0	853	0.951131
0	939	0.948137
0	1033	1.65441
0	1136	1.42003
0	1249	0.96994
0	1374	1.56921
0	1512	1.08133
0	1663	1.19998
0	1830	1.3504
0	2013	1.25521
0	2214	1.50585
0	2435	1.52824
0	2679	1.01932
0	2947	1.30418
0	3242	1.3304
0	3566	1.16047
0	3922	1.2476
0	4315	1.3304
0	4746	1.15525
0.005	8	200.141
0.005	9	64.9433
0.005	10	154.178
0.005	11	64.5472
0.005	12	42.4412
0.005	14	41.0093
0.005	15	38.8741
0.005	17	42.6264
0.005	18	31.3841
0.005	20	27.8293
0.005	22	32.7284
0.005	25	28.7975
0.005	27	25.6493
0.005	30	19.7365
0.005	33	13.7509
0.005	36	18.3206
0.005	40	15.304
0.005	44	10.9304
0.005	48	13.7899
0.005	53	9.6095
0.005	59	7.69158
0.005	65	5.90463
0.005	71	3.87173
0.005	78	4.20537
0.005	86	4.05748
0.005	95	3.67325
0.005	104	4.18402
0.005	115	2.62725
0.005	126	2.78365
0.005	139	2.68588
0.005	153	3.06621
0.005	168	2.23112
0.005	185	1.80805
0.005	204	2.78985
0.005	224	1.45375
0.005	247	1.91
0.005	272	1.80842
0.005	299	2.348
0.005	329	2.19681
0.005	362	1.96445
0.005	398	1.93391
0.005	438	1.39807
0.005	481	1.3823
0.005	530	1.15454
0.005	583	0.898269
0.005	641	1.47952
0.005	705	0.934157
0.005	776	1.69785
0.005	853	1.16839
0.005	939	1.90745
0.005	1033	1.43377
0.005	1136	1.2693
0.005	1249	1.42419
0.005	1374	1.32505
0.005	1512	1.17615
0.005	1663	1.1886
0.005	1830	1.40523
0.005	2013	1.53439
0.005	2214	1.41601
0.005	2435	1.28342
0.005	2679	1.1838
0.005	2947	1.10514
0.005	3242	1.45429
0.005	3566	1.4115
0.005	3922	1.6516
0.005	4315	1.17849
0.005	4746	1.56064
0.01	8	65.0821
0.01	9	58.6573
0.01	10	191.066
0.01	11	43.1915
0.01	12	48.2626
0.01	14	82.7201
0.01	15	43.1787
0.01	17	37.9908
0.01	18	46.2306
0.01	20	33.6281
0.01	22	32.8382
0.01	25	25.8891
0.01	27	22.6088
0.01	30	21.0354
0.01	33	25.8556
0.01	36	16.3982
0.01	40	9.80183
0.01	44	9.73985
0.01	48	11.4572
0.01	53	12.0075
0.01	59	8.61167
0.01	65	5.08206
0.01	71	4.69335
0.01	78	5.22237
0.01	86	7.01235
0.01	95	4.4222
0.01	104	4.97336
0.01	115	2.5219
0.01	126	3.59075
0.01	139	3.17773
0.01	153	3.17064
0.01	168	2.62139
0.01	185	2.0415
0.01	204	2.58984
0.01	224	1.81733
0.01	247	1.98112
0.01	272	2.26011
0.01	299	1.54639
0.01	329	1.70808
0.01	362	2.10039
0.01	398	2.31151
0.01	438	1.02383
0.01	481	1.56581
0.01	530	2.10915
0.01	583	1.33476
0.01	641	1.25229
0.01	705	1.70798
0.01	776	1.0438
0.01	853	1.32494
0.01	939	1.00349
0.01	1033	1.06347
0.01	1136	1.67871
0.01	1249	1.36885
0.01	1374	1.68071
0.01	1512	1.57172
0.01	1663	1.56611
0.01	1830	2.53896
0.01	2013	1.19883
0.01	2214	1.27342
0.01	2435	1.65132
0.01	2679	1.46768
0.01	2947	1.41322
0.01	3242	1.51425
0.01	3566	1.19875
0.01	3922	1.25203
0.01	4315	1.21868
0.01	4746	2.01379
0.015	8	265.671
0.015	9	86.8495
0.015	10	46.4108
0.015	11	63.7863
0.015	12	41.4961
0.015	14	39.887
0.015	15	49.2657
0.015	17	67.4257
0.015	18	43.537
0.015	20	25.1972
0.015	22	29.3069
0.015	25	36.7417
0.015	27	36.884
0.015	30	19.9459
0.015	33	14.6715
0.015	36	14.014
0.015	40	13.2812
0.015	44	15.3088
0.015	48	11.7478
0.015	53	14.648
0.015	59	7.79695
0.015	65	10.3404
0.015	71	7.36675
0.015	78	4.19424
0.015	86	5.44658
0.015	95	4.61471
0.015	104	4.03877
0.015	115	4.54014
0.015	126	3.29555
0.015	139	3.43084
0.015	153	2.64706
0.015	168	1.85755
0.015	185	2.92098
0.015	204	2.93123
0.015	224	1.78496
0.015	247	2.38914
0.015	272	2.33654
0.015	299	2.28894
0.015	329	1.69144
0.015	362	2.16966
0.015	398	1.80682
0.015	438	1.74452
0.015	481	1.34597
0.015	530	1.28161
0.015	583	2.17054
0.015	641	1.51586
0.015	705	1.9833
0.015	776	1.3987
0.015	853	2.29815
0.015	939	1.77364
0.015	1033	1.88308
0.015	1136	1.69658
0.015	1249	1.52723
0.015	1374	1.72549
0.015	1512	1.81466
0.015	1663	1.08428
0.015	1830	1.86985
0.015	2013	2.22021
0.015	2214	1.51014
0.015	2435	1.46419
0.015	2679	1.46311
0.015	2947	1.70714
0.015	3242	1.17906
0.015	3566	1.98614
0.015	3922	1.70199
0.015	4315	1.43592
0.015	4746	1.56172
0.02	8	110.609
0.02	9	102.376
0.02	10	39.8543
0.02	11	50.3166
0.02	12	37.38
0.02	14	45.6691
0.02	15	34.0706
0.02	17	44.0733
0.02	18	38.3048
0.02	20	25.4044
0.02	22	23.1643
0.02	25	26.5003
0.02	27	26.4322
0.02	30	23.5125
0.02	33	26.2971
0.02	36	13.0997
0.02	40	22.0195
0.02	44	10.8589
